,overall
69608,67
112819,55
49261,71
15421,79
42843,59
62378,48
124424,64
73463,63
33854,70
58646,61
72958,64
100413,70
82488,72
120025,68
108785,62
80473,75
87619,66
88188,65
9797,61
5466,66
83899,70
24499,63
53950,66
59455,60
123731,65
59253,60
64651,74
47174,75
79565,79
93411,59
108161,63
107671,63
74742,62
90012,64
78304,53
85164,68
56435,64
61538,54
28798,53
43207,58
78414,52
88168,65
22170,65
114032,48
114140,85
42416,60
78993,85
76581,58
11818,58
47684,74
33569,71
81613,73
40350,63
13748,54
70091,67
83818,70
11244,59
55671,64
51560,69
63546,77
68723,68
117439,72
50183,70
131991,50
120655,68
39391,64
71448,65
128650,60
56570,63
98852,73
14424,51
24918,62
61078,56
108156,63
91609,62
46341,78
5061,66
97745,75
36693,67
95432,53
130011,57
18518,70
92507,61
21401,66
104307,66
12023,58
29611,82
45903,82
103628,67
130018,57
130678,56
130247,57
103709,67
57075,63
102808,68
74611,62
12978,56
9953,61
66599,71
123598,65
108951,62
39110,64
27917,56
103584,67
89755,64
3348,69
44440,55
33562,71
65199,73
80472,75
63602,76
20681,67
84055,70
17051,73
33435,71
32201,73
132045,49
72497,64
12720,56
6840,64
33492,71
101156,70
94397,57
99490,72
11218,59
123825,65
107439,63
75923,60
100634,70
76555,59
31019,75
70926,66
49485,71
94317,57
89151,64
71660,65
96434,81
34425,69
1541,73
52979,67
4823,67
54906,65
6896,64
33272,71
91986,61
117078,72
52047,68
821,76
61984,52
96845,78
15513,79
97260,76
77654,56
122056,67
5712,66
31516,74
7077,64
95999,49
20235,68
85982,68
110513,60
96291,83
131719,52
9928,61
2729,70
99649,72
91068,63
2311,71
52846,67
108281,63
62380,48
45692,85
76373,59
78435,52
48551,73
15717,77
64502,74
114303,82
102055,69
44386,55
77485,56
84323,69
113275,53
102132,68
44735,54
29051,51
121464,67
44056,56
87397,66
68746,68
121126,67
40468,63
122219,66
46058,80
127964,61
88621,65
95129,55
41106,62
110429,60
94897,55
38295,65
42510,60
52666,67
110083,60
30833,76
82526,72
44351,55
34828,69
101330,69
128883,60
14061,53
40724,62
64886,73
65158,73
71122,66
81239,74
17089,73
62337,49
32979,72
79961,77
126508,63
5407,66
30340,77
52008,68
52857,67
120681,68
56037,64
97091,77
40926,62
91723,62
27,86
51567,69
46970,76
22818,65
49343,71
5231,66
43533,57
40522,63
40233,63
118248,71
24465,63
118710,70
3299,69
61920,52
27148,58
98880,73
95463,53
41878,61
102194,68
34052,70
128029,61
112861,55
68032,69
8000,63
37621,66
69418,67
44427,55
2474,71
92465,61
6420,65
73599,63
16529,75
10104,60
122225,66
77563,56
125388,64
80414,76
67994,69
5609,66
10939,59
9401,61
84924,69
104062,66
13352,55
24475,63
125966,63
42272,60
114570,79
116147,74
54825,65
79970,77
113028,54
121403,67
51425,69
45469,49
14324,51
22354,65
85620,68
95211,54
122067,67
55276,65
57099,63
77049,57
60300,58
118742,70
111833,57
1786,72
56874,63
105117,65
50543,70
46316,78
99841,71
66061,72
52791,67
82418,72
50372,70
58716,61
16841,74
131787,51
44114,56
114836,78
26747,59
102942,68
51987,68
25710,61
49681,71
62483,86
4871,67
80243,76
18121,71
86662,67
44768,54
81690,73
36840,67
38681,65
71955,65
63186,78
90857,63
107148,64
111598,58
53463,67
93286,59
41885,61
79285,81
69157,68
118044,71
41547,61
25407,61
37662,66
12030,58
129075,59
70220,67
51797,68
70824,66
63749,76
26798,59
73841,63
7858,63
26442,59
3787,68
131234,54
1671,73
28500,54
43319,58
113558,52
38253,65
125481,63
40146,63
35791,68
94297,57
48861,72
49172,72
94221,57
88922,65
14343,51
65994,72
125516,63
24963,62
11516,58
25617,61
102882,68
60322,58
17966,71
36280,67
70471,66
30438,77
58493,61
22325,65
94287,57
65891,72
56423,64
83500,70
97186,77
57338,63
94938,55
44106,56
43909,56
129779,58
75371,61
90645,63
94716,56
106839,64
7809,63
93345,59
106134,65
83136,71
115856,75
43704,57
16450,75
32432,72
13442,55
84154,69
38035,66
73592,63
37083,67
93845,58
32335,73
81549,73
67573,70
37064,67
102392,68
93051,60
91499,62
110833,59
119297,69
45535,48
10026,60
3312,69
19348,69
115298,76
95728,52
124751,64
89324,64
113292,53
49555,71
15758,77
83621,70
45046,52
16526,75
113918,50
20208,68
22076,65
46513,77
9437,61
27375,58
101820,69
23207,64
14263,52
61060,56
104051,66
110545,60
127780,61
120373,68
119356,69
112195,57
84783,69
9359,61
104721,66
82344,72
109660,61
131694,52
102365,68
86873,67
111905,57
62017,52
77179,57
118066,71
92256,61
72475,64
43982,56
72723,64
47071,76
126134,63
83349,70
131756,52
72531,64
63691,76
82930,71
93996,58
64840,74
122791,66
60889,56
25006,62
35015,69
22736,65
80913,74
75295,61
77849,55
47464,75
171,81
82853,71
99728,71
66207,71
3046,70
126447,63
100208,71
54064,66
122818,66
73276,63
20024,68
81726,73
120840,68
42223,60
101917,69
75776,60
110600,60
130507,56
50952,69
72742,64
67238,70
130679,56
92922,60
111391,58
66612,71
101352,69
71990,65
131121,54
127160,62
63672,76
65188,73
43001,59
131980,50
117596,72
119259,69
75461,61
27741,57
88203,65
70101,67
13825,53
128718,60
41698,61
121020,67
58324,61
45221,52
120179,68
105289,65
80951,74
102190,68
43425,58
75861,60
96571,80
76975,58
3648,68
28583,54
114053,47
64304,75
104390,66
17638,72
5493,66
89015,65
81535,73
43737,57
47266,75
17228,73
99766,71
127574,61
103050,67
41539,61
26030,60
21135,67
17644,72
69083,68
2752,70
58087,62
83324,71
41043,62
52959,67
78395,53
116074,74
90634,63
8597,62
77360,57
100541,70
90353,63
18372,70
53651,66
68652,68
19154,69
114790,78
23791,63
51439,69
25626,61
119367,69
74727,62
43134,58
22290,65
91366,62
62521,84
41546,61
36042,68
15189,81
83084,71
104295,66
129187,59
65321,73
101216,69
40444,63
100870,70
25002,62
23419,64
129666,58
58513,61
30521,77
34260,70
92447,61
89701,64
58962,60
100273,71
119794,69
128311,60
7686,63
50012,70
62798,81
107560,63
53353,67
52375,68
89138,65
102001,69
64322,75
89517,64
8491,62
53199,67
21471,66
48897,72
104463,66
36404,67
36160,67
46476,78
12520,57
38361,65
27487,57
94589,56
16547,75
9806,61
9263,61
61210,55
86001,68
127755,61
88050,66
47994,74
84621,69
16546,75
46090,80
114948,77
30479,77
117806,71
40351,63
46171,79
34396,70
78299,53
23543,64
95202,54
92087,61
49441,71
2346,71
80670,75
84393,69
77698,55
25758,61
43731,57
18758,70
91996,61
40838,62
77209,57
94992,55
4344,67
115344,76
90658,63
53420,67
58942,60
77668,55
49942,70
70784,66
129929,58
131426,53
60969,56
51231,69
28470,54
53969,66
116931,73
89739,64
85413,68
24518,63
22143,65
64436,74
113887,50
62376,48
63019,79
34873,69
122539,66
48975,72
122777,66
121785,67
4354,67
107217,64
49640,71
30685,76
29241,50
6750,64
90186,64
27499,57
4851,67
47618,74
82721,71
99993,71
35657,68
41242,62
42707,59
78468,52
118513,70
115805,75
45,84
67147,70
35023,69
14867,48
45169,52
110341,60
5797,65
10088,60
16490,75
55553,64
80739,75
27181,58
121272,67
52747,67
120338,68
23064,64
505,77
102734,68
106917,64
62804,81
131804,51
115911,75
88274,65
79223,82
124256,65
76223,59
13414,55
102776,68
129428,59
106344,64
74896,61
64361,74
103543,67
66908,70
65153,73
87596,66
67714,69
111060,59
92373,61
42682,59
65424,73
95294,54
90397,63
11127,59
51219,69
39287,64
129140,59
27599,57
82773,71
39085,64
63417,77
97485,76
86280,67
70776,66
52569,67
61137,56
54312,66
110089,60
75189,61
40073,63
95091,55
82267,72
36033,68
79537,79
18889,70
61420,55
15743,77
32771,72
37410,66
57837,62
109949,61
131741,52
20252,68
14768,49
96840,78
65229,73
24071,63
54005,66
61836,53
12323,57
53815,66
3153,69
100732,70
56985,63
99979,71
82076,72
60854,56
70547,66
102304,68
130444,56
91183,62
126027,63
58471,61
49026,72
25800,61
93129,60
56774,63
54821,65
6140,65
40967,62
62987,79
28251,55
113204,53
128275,60
12940,56
106795,64
113747,51
117317,72
104578,66
120348,68
35720,68
83284,71
28169,55
86686,67
119489,69
10047,60
61192,55
32914,72
31053,75
109680,61
83698,70
51968,68
70093,67
29672,81
26906,59
114762,78
5710,66
99915,71
41217,62
46838,76
32048,73
114045,48
103314,67
24580,62
16758,74
84862,69
78105,54
1364,74
96976,77
122727,66
112205,57
57657,62
130752,55
98895,73
74215,62
58921,60
14383,51
112930,55
79508,79
5478,66
25303,61
112494,56
5032,66
16286,75
123165,66
5381,66
56336,64
95157,55
64560,74
23813,63
104461,66
16332,75
74294,62
34949,69
62021,52
41211,62
12352,57
36084,68
115340,76
84807,69
106099,65
129649,58
72850,64
38787,65
44109,56
117309,72
101474,69
53813,66
52545,67
15182,81
11589,58
41368,61
34391,70
44936,53
75079,61
125351,64
107070,64
53775,66
75464,61
42760,59
126853,62
21310,66
100135,71
22716,65
90521,63
66093,72
13147,55
125518,63
121937,67
36088,68
72603,64
7196,64
60876,56
130447,56
76325,59
125716,63
37350,66
50927,69
108600,62
36689,67
5861,65
102073,68
8501,62
64899,73
61759,53
119141,69
21932,66
77883,55
33530,71
118810,70
38810,65
107931,63
5491,66
90939,63
74018,63
55200,65
47377,75
45671,86
130672,56
66358,71
88935,65
30612,76
125764,63
48498,73
104906,66
121098,67
77678,55
65097,73
45572,47
23897,63
114451,80
81406,73
110336,60
57908,62
125079,64
100519,70
14983,45
36793,67
70349,67
11433,59
106079,65
76383,59
16060,76
126660,62
98675,73
12947,56
44281,55
33217,71
3941,68
12121,57
101242,69
77951,54
105895,65
100194,71
79501,79
109331,61
38832,65
93293,59
50982,69
108631,62
116198,74
47540,75
68818,68
107687,63
129567,58
87271,66
87309,66
103684,67
110181,60
74780,62
20433,67
680,76
113329,53
61771,53
42114,60
61448,55
76319,59
41425,61
42405,60
82982,71
102295,68
36639,67
1826,72
91387,62
76129,59
79945,77
39170,64
55665,64
93661,59
98261,74
106159,65
117390,72
124835,64
40654,63
118978,70
30660,76
116583,73
115947,74
73600,63
22555,65
86781,67
44205,56
89979,64
36766,67
81887,73
2133,72
75665,60
60573,57
65777,72
119053,70
66384,71
16405,75
117307,72
101895,69
6285,65
70393,66
90235,63
110622,60
118894,70
63738,76
45834,82
75326,61
55180,65
100709,70
85004,69
109399,61
29247,49
21270,66
123738,65
59409,60
95180,54
38468,65
112650,55
76027,60
62840,80
111202,59
74832,62
40046,63
4092,68
84937,69
20185,68
66745,71
4658,67
40123,63
120555,68
94873,56
58066,62
123697,65
27278,58
20573,67
34341,70
44857,53
16137,76
72914,64
91471,62
87268,66
111251,59
65731,72
23220,64
120715,68
103680,67
10640,60
108711,62
11689,58
79062,84
90785,63
76331,59
97248,76
33697,70
68720,68
90630,63
29708,81
95533,53
28593,54
91293,62
130613,56
112928,55
28624,54
76765,58
92972,60
101255,69
4848,67
3103,69
58986,60
48034,73
60857,56
72361,64
59573,59
59263,60
128150,61
44269,55
113742,51
106387,64
126139,63
103718,67
24195,63
125915,63
18423,70
111715,58
121875,67
24488,63
48435,73
120478,68
95536,53
41701,61
124520,64
55791,64
24045,63
34690,69
50688,70
98010,75
95153,55
102566,68
33849,70
85344,68
122363,66
102172,68
81846,73
123440,65
72580,64
120448,68
106186,65
14554,50
77254,57
126504,63
53268,67
35236,69
28206,55
49845,71
116612,73
39939,63
120835,68
1512,73
11248,59
116327,74
118191,71
48334,73
81616,73
68116,69
40878,62
23348,64
104503,66
72404,64
131394,53
110051,60
52652,67
95368,54
43665,57
79348,80
79939,77
94723,56
24702,62
68941,68
26710,59
65887,72
55308,65
14464,51
45110,52
125858,63
7382,64
36582,67
95105,55
59556,59
102773,68
60697,57
82821,71
54131,66
103660,67
98192,74
70867,66
91326,62
17917,71
83275,71
17245,73
33655,71
129782,58
127713,61
114999,77
29830,80
15430,79
55413,65
14113,52
62067,52
42193,60
80491,75
17735,72
62730,81
94002,58
87532,66
59332,60
10363,60
117626,72
81370,74
48298,73
86151,67
115566,75
70652,66
99354,72
122168,66
128312,60
73235,64
126260,63
103483,67
86809,67
60052,58
110631,60
114856,78
72018,65
50273,70
34970,69
48230,73
77220,57
19360,69
79655,78
31005,75
20106,68
90199,64
52336,68
1942,72
7599,63
117065,72
54738,65
87096,66
16873,74
30519,77
111140,59
29442,87
2243,71
112088,57
20117,68
131943,50
79293,81
58560,61
32870,72
84111,70
35016,69
28138,55
111124,59
62068,52
65434,73
81595,73
97693,75
127047,62
14237,52
56318,64
28023,56
105353,65
118597,70
2424,71
31421,74
45585,45
93858,58
14982,45
122440,66
49399,71
94272,57
84141,70
85551,68
45798,83
68796,68
83380,70
61629,54
65430,73
66190,71
24339,63
54937,65
86294,67
98891,73
19538,69
81883,73
84768,69
105063,66
40696,63
32329,73
100816,70
13409,55
108781,62
92358,61
45456,50
60281,58
2532,71
9948,61
99800,71
113589,52
47095,76
92941,60
83247,71
106496,64
70574,66
38118,65
68581,68
38392,65
82175,72
30045,79
46834,76
10260,60
119338,69
61853,53
72408,64
73601,63
38011,66
47815,74
492,78
112453,56
92325,61
43067,58
15546,78
62151,51
43766,57
121582,67
53379,67
129124,59
83927,70
26848,59
60024,59
36294,67
54000,66
35450,68
130416,56
113265,53
33826,70
33493,71
48500,73
35676,68
72340,64
108666,62
47601,74
128014,61
60308,58
127733,61
95346,54
40079,63
3410,69
22399,65
11181,59
33164,71
4524,67
68958,68
35447,68
67514,70
61931,52
25656,61
41124,62
96396,81
24228,63
49877,71
106819,64
64605,74
123316,65
19236,69
4592,67
82304,72
118637,70
21441,66
94442,57
30784,76
62070,52
101942,69
71553,65
57808,62
73854,63
29877,80
2930,70
104824,66
1466,73
40281,63
62225,50
117019,72
36679,67
99876,71
54215,66
35796,68
63255,78
19217,69
27694,57
71929,65
97495,76
10007,60
53281,67
12951,56
120261,68
117130,72
74127,62
56732,63
61666,54
88909,65
18922,69
42428,60
12045,58
58462,61
89769,64
118796,70
2565,70
44572,54
82803,71
119213,69
90818,63
111944,57
22073,65
36051,68
125381,64
59739,59
56934,63
65746,72
61783,53
59202,60
71722,65
81193,74
1972,72
38525,65
122907,66
119651,69
55835,64
104072,66
131252,54
50311,70
99083,72
112461,56
119599,69
14274,52
29543,83
98196,74
28122,55
72292,64
16694,74
127495,62
37711,66
7233,64
109325,61
61706,53
119947,69
82390,72
59019,60
60195,58
47051,76
81110,74
28237,55
31215,75
84115,70
31342,74
26480,59
59602,59
74887,61
52414,68
40812,62
101321,69
58600,61
116949,73
117452,72
43079,58
31051,75
45235,51
127371,62
73465,63
131582,52
78297,53
55463,65
50609,70
127769,61
88396,65
67231,70
7499,64
35213,69
96627,79
22794,65
26452,59
38460,65
105288,65
32080,73
104673,66
9832,61
29776,80
93106,60
102979,68
102338,68
9972,61
107460,63
43552,57
100640,70
83733,70
10043,60
111190,59
63842,76
88207,65
4685,67
120394,68
108233,63
80781,75
38972,65
100402,70
48599,72
22480,65
31350,74
102129,68
103196,67
21599,66
18859,70
79271,81
88007,66
23229,64
37810,66
6345,65
118123,71
130143,57
22463,65
130559,56
61428,55
13474,54
94034,58
2991,70
60262,58
64555,74
64773,74
4801,67
99131,72
60679,57
113274,53
11662,58
67149,70
79328,80
3666,68
44324,55
78014,54
29914,79
27085,58
104761,66
76472,59
112023,57
97145,77
108344,62
100210,71
85581,68
50274,70
49953,70
106849,64
65880,72
111925,57
77545,56
88244,65
62945,79
128696,60
59482,60
86753,67
53702,66
21972,66
44740,54
28618,54
112288,56
32567,72
119401,69
52772,67
23344,64
75976,60
10624,60
64065,75
88224,65
91614,62
35088,69
812,76
107690,63
33508,71
106847,64
68497,68
4715,67
56040,64
76253,59
123490,65
73706,63
7921,63
76884,58
105941,65
8751,62
5366,66
106290,64
115089,77
68861,68
124160,65
63499,77
108471,62
14410,51
38937,65
85395,68
127327,62
90363,63
33659,70
107452,63
8467,62
6156,65
37904,66
89573,64
22063,65
126841,62
112540,56
10517,60
75134,61
37793,66
113004,54
50708,70
94802,56
36742,67
123317,65
28705,53
121858,67
71455,65
102591,68
6853,64
37925,66
4929,67
74882,61
111714,58
48567,72
113255,53
35766,68
117425,72
24762,62
109939,61
128966,60
102545,68
131668,52
108638,62
33517,71
37119,67
49910,71
50689,70
35839,68
87658,66
59313,60
85262,68
42179,60
88475,65
131552,53
17182,73
58282,61
25631,61
71147,66
12067,58
57821,62
23521,64
51792,68
41987,61
96487,80
75682,60
93469,59
127546,61
53286,67
91761,62
84260,69
108523,62
69769,67
64801,74
49087,72
74207,62
106556,64
80070,77
72788,64
52279,68
49323,71
130340,57
107008,64
4625,67
28822,53
79429,80
46463,78
118836,70
43491,58
88600,65
107183,64
19331,69
51389,69
30488,77
126603,62
91878,62
91151,62
40023,63
40600,63
57575,62
110780,59
614,77
3920,68
39100,64
99096,72
22771,65
46599,77
72924,64
33813,70
46180,79
120876,68
111399,58
91856,62
107185,64
35726,68
75394,61
34687,69
102281,68
91756,62
6623,64
126197,63
4480,67
58818,61
114708,78
55823,64
13566,54
132140,47
78316,53
63645,76
98636,73
27422,57
58170,62
78287,53
43478,58
125766,63
59036,60
92411,61
106894,64
50167,70
61681,53
7806,63
128161,61
35359,68
66712,71
84587,69
8210,63
102930,68
24840,62
66379,71
112530,56
127103,62
1259,74
93768,58
11036,59
119542,69
42058,60
62322,50
11363,59
2830,70
90833,63
113045,54
10132,60
76191,59
105663,65
40264,63
99894,71
108984,62
10233,60
55787,64
81494,73
81123,74
101493,69
4587,67
112847,55
18503,70
56520,64
59469,60
41570,61
101014,70
53492,67
44810,53
120883,68
121506,67
51044,69
99089,72
61257,55
32142,73
94623,56
120437,68
23845,63
84835,69
23849,63
123502,65
9998,61
129097,59
115186,76
109789,61
37031,67
117724,71
12711,56
129748,58
126565,62
2239,71
3686,68
82516,72
9140,62
49699,71
104878,66
99814,71
46594,77
63582,76
4529,67
111576,58
39291,64
129235,59
35576,68
4340,67
9857,61
114724,78
118163,71
67132,70
83147,71
59820,59
31968,73
113376,53
2059,72
17069,73
78636,51
113264,53
70826,66
70306,67
102117,68
12332,57
45992,80
35776,68
81543,73
92328,61
70094,67
113384,53
26043,60
103899,67
35723,68
105596,65
40113,63
44731,54
100193,71
73977,63
4363,67
57516,62
120893,68
11400,59
72103,65
39958,63
92919,60
67364,70
21045,67
95066,55
101661,69
30483,77
20334,68
124374,64
128209,61
52145,68
124294,65
38739,65
26433,59
77636,56
54955,65
76038,60
96529,80
49581,71
47482,75
123986,65
45960,81
20572,67
90283,63
92560,61
54292,66
120158,68
493,78
66619,71
72026,65
113627,52
119538,69
7073,64
2639,70
6738,64
95441,53
84850,69
73102,64
194,81
97405,76
107443,63
77943,54
66894,70
85380,68
127216,62
3186,69
73018,64
36149,67
115395,76
90970,63
19279,69
31211,75
43819,57
5197,66
122443,66
58231,62
59978,59
119255,69
104278,66
42807,59
28144,55
34820,69
104571,66
74084,63
27178,58
124736,64
54726,65
113856,50
22259,65
117313,72
28316,55
57638,62
4519,67
122899,66
56850,63
108943,62
78060,54
116138,74
88872,65
124316,65
111045,59
39644,64
118949,70
32868,72
100152,71
70459,66
104765,66
50629,70
65053,73
94192,58
80617,75
93372,59
110698,60
24469,63
7797,63
24369,63
44654,54
115673,75
124653,64
6057,65
114543,80
16223,75
104479,66
62038,52
31704,74
13397,55
109626,61
76124,59
45660,86
35372,68
80319,76
66917,70
93403,59
115699,75
9031,62
123748,65
82240,72
60383,58
93992,58
67083,70
102564,68
77729,55
2743,70
118284,71
48659,72
126360,63
119105,70
43992,56
61553,54
94017,58
57273,63
45746,84
68102,69
116736,73
123213,65
24114,63
62892,80
85392,68
112094,57
40454,63
129477,59
39029,64
100504,70
91484,62
116190,74
29320,48
72684,64
129261,59
66614,71
122561,66
54899,65
96842,78
117777,71
57167,63
34011,70
44067,56
72100,65
103550,67
4182,68
115720,75
8040,63
2366,71
127861,61
30625,76
114784,78
26069,60
101232,69
80089,77
116286,74
54059,66
52355,68
88190,65
63329,77
38618,65
20858,67
67742,69
81147,74
42527,60
92007,61
69129,68
87819,66
5872,65
29965,79
53480,67
30912,76
67148,70
43505,57
81592,73
12671,56
110010,60
56546,63
33688,70
77570,56
73785,63
63575,76
109590,61
112448,56
105575,65
83304,71
29195,50
28053,56
129637,58
37363,66
33090,71
86066,67
102559,68
34792,69
15173,82
32716,72
101683,69
8871,62
96899,78
100328,71
54525,66
86010,68
90424,63
55790,64
90512,63
44770,54
108308,62
85328,68
126346,63
8319,63
40055,63
40066,63
87387,66
83189,71
98444,74
50552,70
11307,59
89943,64
85154,68
3451,69
59918,59
112999,54
79891,77
105046,66
120949,68
89449,64
76200,59
88324,65
73915,63
22585,65
18192,71
78947,88
106591,64
44733,54
17076,73
38374,65
7626,63
107396,63
38247,65
64932,73
119661,69
75809,60
116349,74
53960,66
119459,69
74559,62
10145,60
116680,73
119528,69
100253,71
82399,72
43764,57
30737,76
